Date,Country,ProductID,Shop,Gender,Size (US),UnitPrice,Discount,Year,Month,SalePrice
1/5/14,United States,2152,US15,Male,8,$139.00 ,0%,2014,1,$139.00 
1/6/14,Canada,2154,CAN3,Male,10.5,$179.00 ,0%,2014,1,$179.00 
1/6/14,Germany,2154,GER1,Male,10,$199.00 ,0%,2014,1,$199.00 
1/6/14,Germany,2206,GER2,Male,8.5,$149.00 ,20%,2014,1,$119.20 
1/6/14,Germany,2235,GER1,Male,10.5,$169.00 ,50%,2014,1,$84.50 
1/6/14,United States,2213,US7,Female,8,$139.00 ,0%,2014,1,$139.00 
1/6/14,United States,2225,US15,Male,10,$199.00 ,30%,2014,1,$139.30 
1/6/14,Canada,2150,CAN2,Female,9,$139.00 ,20%,2014,1,$111.20 
1/7/14,Canada,2160,CAN7,Male,9.5,$149.00 ,20%,2014,1,$119.20 
1/7/14,United Kingdom,2167,UK2,Female,8,$199.00 ,0%,2014,1,$199.00 
1/7/14,Germany,2242,GER2,Female,7,$189.00 ,10%,2014,1,$170.10 
1/7/14,United States,2173,US15,Male,10.5,$159.00 ,0%,2014,1,$159.00 
1/7/14,Germany,2239,GER1,Female,9.5,$159.00 ,50%,2014,1,$79.50 
1/7/14,United Kingdom,2168,UK1,Male,10,$159.00 ,10%,2014,1,$143.10 
1/7/14,United States,2204,US13,Male,9.5,$129.00 ,10%,2014,1,$116.10 
1/8/14,Canada,2238,CAN5,Male,10,$169.00 ,0%,2014,1,$169.00 
1/8/14,Canada,2154,CAN3,Male,10.5,$179.00 ,0%,2014,1,$179.00 
1/8/14,Germany,2238,GER2,Female,9.5,$189.00 ,0%,2014,1,$189.00 
1/8/14,United Kingdom,2229,UK4,Male,7,$169.00 ,0%,2014,1,$169.00 
1/8/14,Germany,2225,GER2,Male,9.5,$179.00 ,10%,2014,1,$161.10 
1/8/14,United States,2207,US13,Male,12,$169.00 ,0%,2014,1,$169.00 
1/9/14,United States,2168,US15,Male,11,$139.00 ,10%,2014,1,$125.10 
1/9/14,Canada,2160,CAN7,Male,9.5,$149.00 ,20%,2014,1,$119.20 
1/9/14,Germany,2195,GER2,Male,9,$189.00 ,0%,2014,1,$189.00 
1/9/14,United States,2191,US15,Female,8.5,$189.00 ,50%,2014,1,$94.50 
1/9/14,Canada,2217,CAN3,Female,9,$149.00 ,0%,2014,1,$149.00 
1/10/14,United States,2195,US7,Female,8,$129.00 ,10%,2014,1,$116.10 
1/10/14,Germany,2157,GER2,Male,12,$149.00 ,20%,2014,1,$119.20 
1/10/14,United States,2176,US5,Female,8,$129.00 ,0%,2014,1,$129.00 
1/10/14,Germany,2185,GER1,Male,8,$179.00 ,0%,2014,1,$179.00 
1/10/14,Canada,2213,CAN6,Female,8,$139.00 ,0%,2014,1,$139.00 
1/10/14,Canada,2150,CAN2,Female,9,$139.00 ,20%,2014,1,$111.20 
1/11/14,United States,2154,US15,Male,11,$189.00 ,0%,2014,1,$189.00 
1/11/14,United States,2230,US15,Female,8,$129.00 ,0%,2014,1,$129.00 
1/11/14,United States,2207,US1,Female,8,$199.00 ,10%,2014,1,$179.10 
1/11/14,United Kingdom,2167,UK2,Female,8.5,$149.00 ,0%,2014,1,$149.00 
1/11/14,Germany,2225,GER2,Male,9.5,$179.00 ,10%,2014,1,$161.10 
1/11/14,United Kingdom,2168,UK1,Male,10,$159.00 ,10%,2014,1,$143.10 
1/12/14,United States,2159,US15,Female,8,$179.00 ,50%,2014,1,$89.50 
1/12/14,United States,2168,US15,Male,11,$139.00 ,10%,2014,1,$125.10 
1/12/14,Canada,2204,CAN1,Male,9,$199.00 ,0%,2014,1,$199.00 
1/12/14,United States,2206,US12,Male,10,$149.00 ,30%,2014,1,$104.30 
1/12/14,Germany,2195,GER2,Male,9,$189.00 ,0%,2014,1,$189.00 
1/13/14,United States,2231,US9,Female,7.5,$169.00 ,10%,2014,1,$152.10 
1/13/14,Canada,2172,CAN6,Female,8,$149.00 ,20%,2014,1,$119.20 
1/13/14,Canada,2226,CAN6,Male,12,$129.00 ,20%,2014,1,$103.20 
1/13/14,United States,2232,US4,Female,7.5,$169.00 ,0%,2014,1,$169.00 
1/13/14,United States,2230,US14,Female,9,$179.00 ,0%,2014,1,$179.00 
1/13/14,United States,2169,US3,Female,10,$169.00 ,30%,2014,1,$118.30 
1/13/14,United Kingdom,2182,UK3,Female,8.5,$129.00 ,0%,2014,1,$129.00 
1/14/14,Germany,2191,GER3,Male,10,$149.00 ,0%,2014,1,$149.00 
1/14/14,Canada,2213,CAN6,Female,8,$139.00 ,0%,2014,1,$139.00 
1/14/14,Germany,2199,GER2,Male,11.5,$189.00 ,0%,2014,1,$189.00 
1/14/14,United States,2159,US15,Female,6,$199.00 ,10%,2014,1,$179.10 
1/14/14,United States,2210,US2,Female,7.5,$189.00 ,0%,2014,1,$189.00 
1/14/14,United States,2194,US13,Female,9,$179.00 ,0%,2014,1,$179.00 
1/14/14,United States,2169,US14,Male,10.5,$139.00 ,0%,2014,1,$139.00 
1/15/14,United States,2192,US3,Female,7.5,$169.00 ,0%,2014,1,$169.00 
1/15/14,Germany,2225,GER2,Male,9.5,$179.00 ,10%,2014,1,$161.10 
1/15/14,Canada,2178,CAN5,Male,9.5,$139.00 ,10%,2014,1,$125.10 
1/15/14,United States,2152,US15,Female,7.5,$149.00 ,30%,2014,1,$104.30 
1/15/14,United States,2231,US9,Female,7.5,$169.00 ,10%,2014,1,$152.10 
1/15/14,United States,2222,US1,Female,9,$139.00 ,10%,2014,1,$125.10 
1/15/14,United States,2202,US14,Female,10,$129.00 ,30%,2014,1,$90.30 
1/16/14,Canada,2213,CAN2,Male,8.5,$169.00 ,50%,2014,1,$84.50 
1/16/14,United States,2204,US6,Female,7.5,$169.00 ,0%,2014,1,$169.00 
1/16/14,United States,2161,US15,Male,10,$139.00 ,0%,2014,1,$139.00 
1/16/14,United States,2233,US1,Female,9.5,$149.00 ,30%,2014,1,$104.30 
1/16/14,Germany,2242,GER2,Female,7,$189.00 ,10%,2014,1,$170.10 
1/16/14,United States,2194,US15,Female,7.5,$129.00 ,0%,2014,1,$129.00 
1/17/14,Canada,2177,CAN6,Male,11,$169.00 ,0%,2014,1,$169.00 
1/17/14,Canada,2220,CAN6,Male,9.5,$169.00 ,0%,2014,1,$169.00 
1/17/14,United States,2177,US5,Female,7.5,$159.00 ,20%,2014,1,$127.20 
1/17/14,United States,2163,US9,Female,9.5,$129.00 ,10%,2014,1,$116.10 
1/17/14,United States,2232,US4,Female,7.5,$169.00 ,0%,2014,1,$169.00 
1/17/14,United States,2163,US14,Female,9.5,$169.00 ,0%,2014,1,$169.00 
1/17/14,United States,2150,US8,Male,9.5,$199.00 ,0%,2014,1,$199.00 
1/17/14,Canada,2154,CAN3,Male,10.5,$179.00 ,0%,2014,1,$179.00 
1/17/14,United States,2177,US15,Male,14,$159.00 ,10%,2014,1,$143.10 
1/18/14,Canada,2241,CAN5,Male,9.5,$139.00 ,20%,2014,1,$111.20 
1/18/14,United Kingdom,2221,UK2,Female,6.5,$159.00 ,20%,2014,1,$127.20 
1/18/14,United States,2204,US6,Female,7.5,$169.00 ,0%,2014,1,$169.00 
1/18/14,United States,2233,US1,Female,9.5,$149.00 ,30%,2014,1,$104.30 
1/18/14,United States,2210,US2,Female,7.5,$189.00 ,0%,2014,1,$189.00 
1/18/14,United States,2191,US9,Male,10.5,$199.00 ,0%,2014,1,$199.00 
1/18/14,United States,2161,US15,Male,10,$139.00 ,0%,2014,1,$139.00 
1/18/14,United States,2154,US15,Female,8,$139.00 ,30%,2014,1,$97.30 
1/18/14,Canada,2211,CAN7,Female,8.5,$149.00 ,0%,2014,1,$149.00 
1/18/14,Germany,2151,GER2,Male,6,$199.00 ,0%,2014,1,$199.00 
1/19/14,United States,2235,US15,Female,9.5,$139.00 ,0%,2014,1,$139.00 
1/19/14,Germany,2214,GER3,Male,10.5,$139.00 ,0%,2014,1,$139.00 
1/19/14,Germany,2209,GER3,Female,7.5,$169.00 ,20%,2014,1,$135.20 
1/19/14,United States,2232,US4,Female,7.5,$169.00 ,0%,2014,1,$169.00 
1/19/14,United States,2150,US8,Male,9.5,$199.00 ,0%,2014,1,$199.00 
1/19/14,United Kingdom,2202,UK4,Male,9,$199.00 ,0%,2014,1,$199.00 
1/19/14,Germany,2185,GER1,Male,8,$179.00 ,0%,2014,1,$179.00 
1/19/14,Canada,2156,CAN6,Male,9,$189.00 ,0%,2014,1,$189.00 
1/19/14,Canada,2189,CAN7,Male,11,$129.00 ,30%,2014,1,$90.30 
1/19/14,Canada,2236,CAN7,Female,8.5,$129.00 ,0%,2014,1,$129.00 
1/19/14,Germany,2189,GER2,Female,7.5,$139.00 ,50%,2014,1,$69.50 
1/20/14,United States,2180,US15,Female,8,$149.00 ,0%,2014,1,$149.00 
1/20/14,United States,2204,US15,Female,9.5,$169.00 ,10%,2014,1,$152.10 
1/20/14,United Kingdom,2154,UK2,Male,9.5,$139.00 ,0%,2014,1,$139.00 
1/20/14,Germany,2192,GER1,Male,11,$199.00 ,0%,2014,1,$199.00 
1/20/14,United States,2230,US15,Female,8,$129.00 ,0%,2014,1,$129.00 
1/20/14,Canada,2185,CAN7,Male,7.5,$169.00 ,0%,2014,1,$169.00 
1/20/14,Canada,2156,CAN6,Male,9,$189.00 ,0%,2014,1,$189.00 
1/20/14,Germany,2180,GER3,Female,7.5,$139.00 ,0%,2014,1,$139.00 
1/21/14,United States,2154,US15,Female,8,$139.00 ,30%,2014,1,$97.30 
1/21/14,United States,2214,US15,Female,9.5,$149.00 ,50%,2014,1,$74.50 
1/21/14,Germany,2238,GER1,Male,11.5,$129.00 ,10%,2014,1,$116.10 
1/21/14,Germany,2151,GER1,Male,9.5,$149.00 ,20%,2014,1,$119.20 
1/21/14,United Kingdom,2222,UK4,Female,9,$159.00 ,0%,2014,1,$159.00 
1/21/14,United States,2177,US5,Female,7.5,$159.00 ,20%,2014,1,$127.20 
1/21/14,Canada,2178,CAN5,Male,9.5,$139.00 ,10%,2014,1,$125.10 
1/21/14,Canada,2185,CAN7,Male,7.5,$169.00 ,0%,2014,1,$169.00 
1/22/14,Germany,2199,GER2,Male,11.5,$189.00 ,0%,2014,1,$189.00 
1/22/14,Germany,2200,GER2,Female,7,$129.00 ,0%,2014,1,$129.00 
1/22/14,United States,2183,US4,Female,8,$149.00 ,0%,2014,1,$149.00 
1/22/14,United States,2175,US15,Male,9,$179.00 ,50%,2014,1,$89.50 
1/22/14,United States,2204,US6,Female,7.5,$169.00 ,0%,2014,1,$169.00 
1/23/14,United States,2152,US15,Female,7.5,$149.00 ,30%,2014,1,$104.30 
1/23/14,Canada,2189,CAN7,Male,11,$129.00 ,30%,2014,1,$90.30 
1/23/14,United States,2163,US12,Female,8,$149.00 ,0%,2014,1,$149.00 
1/23/14,United States,2172,US13,Male,10.5,$129.00 ,20%,2014,1,$103.20 
1/23/14,Germany,2191,GER2,Male,9.5,$199.00 ,30%,2014,1,$139.30 
1/23/14,United States,2213,US6,Male,11.5,$179.00 ,30%,2014,1,$125.30 
1/23/14,United States,2173,US7,Female,9.5,$199.00 ,0%,2014,1,$199.00 
1/23/14,United States,2190,US13,Female,9.5,$169.00 ,30%,2014,1,$118.30 
1/24/14,Germany,2233,GER3,Male,9.5,$179.00 ,0%,2014,1,$179.00 
1/24/14,Canada,2156,CAN6,Male,9,$189.00 ,0%,2014,1,$189.00 
1/24/14,United States,2158,US13,Male,10.5,$159.00 ,20%,2014,1,$127.20 
1/24/14,United States,2219,US13,Male,10.5,$139.00 ,0%,2014,1,$139.00 
1/24/14,Canada,2227,CAN1,Female,8,$179.00 ,30%,2014,1,$125.30 
1/24/14,United States,2211,US6,Male,9.5,$189.00 ,0%,2014,1,$189.00 
1/24/14,United States,2164,US5,Female,8,$149.00 ,0%,2014,1,$149.00 
1/24/14,United States,2175,US15,Male,9,$179.00 ,50%,2014,1,$89.50 
1/24/14,United States,2173,US7,Female,9.5,$199.00 ,0%,2014,1,$199.00 
1/25/14,United Kingdom,2169,UK4,Female,7.5,$189.00 ,20%,2014,1,$151.20 
1/25/14,Canada,2217,CAN5,Male,7,$199.00 ,0%,2014,1,$199.00 
1/25/14,Canada,2151,CAN5,Female,9,$129.00 ,50%,2014,1,$64.50 
1/25/14,United States,2235,US13,Male,8.5,$169.00 ,30%,2014,1,$118.30 
1/25/14,Germany,2169,GER1,Male,9.5,$129.00 ,0%,2014,1,$129.00 
1/25/14,Germany,2197,GER1,Female,8.5,$179.00 ,20%,2014,1,$143.20 
1/25/14,Germany,2151,GER1,Male,9.5,$149.00 ,20%,2014,1,$119.20 
1/25/14,United States,2203,US8,Female,8,$179.00 ,50%,2014,1,$89.50 
1/25/14,United States,2213,US6,Male,11.5,$179.00 ,30%,2014,1,$125.30 
1/25/14,United States,2175,US15,Male,9,$179.00 ,50%,2014,1,$89.50 
1/26/14,United Kingdom,2227,UK1,Female,7.5,$129.00 ,50%,2014,1,$64.50 
1/26/14,Germany,2200,GER2,Female,7,$129.00 ,0%,2014,1,$129.00 
1/26/14,Canada,2154,CAN6,Female,9,$129.00 ,0%,2014,1,$129.00 
1/26/14,United States,2147,US15,Female,8.5,$189.00 ,0%,2014,1,$189.00 
1/26/14,United States,2183,US4,Female,8,$149.00 ,0%,2014,1,$149.00 
1/26/14,United Kingdom,2158,UK4,Female,6,$189.00 ,0%,2014,1,$189.00 
1/26/14,United States,2226,US8,Female,8,$199.00 ,30%,2014,1,$139.30 
1/26/14,Germany,2227,GER1,Female,9,$149.00 ,10%,2014,1,$134.10 
1/27/14,Canada,2189,CAN7,Male,11,$129.00 ,30%,2014,1,$90.30 
1/27/14,United Kingdom,2224,UK3,Male,8.5,$129.00 ,50%,2014,1,$64.50 
1/27/14,Canada,2198,CAN5,Male,9,$169.00 ,30%,2014,1,$118.30 
1/27/14,Germany,2201,GER1,Male,10,$149.00 ,0%,2014,1,$149.00 
1/27/14,United States,2164,US5,Female,8,$149.00 ,0%,2014,1,$149.00 
1/27/14,Germany,2189,GER3,Female,9,$149.00 ,30%,2014,1,$104.30 
1/28/14,Germany,2219,GER3,Male,10.5,$179.00 ,30%,2014,1,$125.30 
1/28/14,United Kingdom,2224,UK3,Female,6,$129.00 ,0%,2014,1,$129.00 
1/28/14,Germany,2233,GER3,Male,9.5,$179.00 ,0%,2014,1,$179.00 
1/28/14,Germany,2210,GER3,Female,9,$169.00 ,50%,2014,1,$84.50 
1/29/14,United States,2231,US5,Male,10,$159.00 ,10%,2014,1,$143.10 
1/29/14,Canada,2220,CAN5,Female,8,$169.00 ,0%,2014,1,$169.00 
1/29/14,United Kingdom,2169,UK4,Female,7.5,$189.00 ,20%,2014,1,$151.20 
1/30/14,United States,2228,US15,Male,9.5,$169.00 ,0%,2014,1,$169.00 
1/30/14,United States,2165,US3,Female,8,$189.00 ,0%,2014,1,$189.00 
1/30/14,United States,2234,US12,Female,9.5,$159.00 ,0%,2014,1,$159.00 
1/30/14,Germany,2191,GER2,Male,9.5,$199.00 ,30%,2014,1,$139.30 
1/30/14,United States,2190,US15,Male,8.5,$189.00 ,50%,2014,1,$94.50 
1/31/14,United States,2195,US15,Male,11.5,$199.00 ,20%,2014,1,$159.20 
1/31/14,United States,2228,US15,Male,9.5,$169.00 ,0%,2014,1,$169.00 
1/31/14,United States,2166,US12,Male,9,$139.00 ,0%,2014,1,$139.00 
1/31/14,Germany,2165,GER1,Female,10.5,$179.00 ,20%,2014,1,$143.20 
1/31/14,United States,2180,US15,Female,8,$149.00 ,0%,2014,1,$149.00 
1/31/14,United States,2208,US15,Female,8,$159.00 ,0%,2014,1,$159.00 
1/31/14,United States,2237,US10,Female,8,$129.00 ,10%,2014,1,$116.10 
1/31/14,United States,2177,US15,Male,14,$159.00 ,10%,2014,1,$143.10 
1/31/14,Canada,2147,CAN3,Female,8,$169.00 ,10%,2014,1,$152.10 
2/1/14,United States,2193,US15,Male,10.5,$199.00 ,0%,2014,2,$199.00 
2/1/14,United States,2195,US15,Male,11.5,$199.00 ,20%,2014,2,$159.20 
2/1/14,Germany,2212,GER2,Female,10.5,$199.00 ,0%,2014,2,$199.00 
2/1/14,United States,2211,US15,Female,8,$169.00 ,0%,2014,2,$169.00 
2/1/14,United States,2165,US3,Female,8,$189.00 ,0%,2014,2,$189.00 
2/1/14,Germany,2214,GER3,Male,10.5,$139.00 ,0%,2014,2,$139.00 
2/1/14,Canada,2211,CAN7,Female,8.5,$149.00 ,0%,2014,2,$149.00 
2/1/14,Canada,2182,CAN2,Female,9,$179.00 ,0%,2014,2,$179.00 
2/1/14,Canada,2214,CAN6,Female,8,$189.00 ,10%,2014,2,$170.10 
2/2/14,United Kingdom,2222,UK4,Male,10.5,$199.00 ,10%,2014,2,$179.10 
2/2/14,United States,2201,US15,Female,7.5,$189.00 ,0%,2014,2,$189.00 
2/2/14,Germany,2181,GER2,Female,10.5,$159.00 ,0%,2014,2,$159.00 
2/2/14,United States,2180,US15,Female,8,$149.00 ,0%,2014,2,$149.00 
2/2/14,United States,2180,US15,Female,8,$149.00 ,0%,2014,2,$149.00 
2/2/14,United States,2228,US15,Male,9.5,$169.00 ,0%,2014,2,$169.00 
2/2/14,Germany,2147,GER1,Female,9,$129.00 ,0%,2014,2,$129.00 
2/2/14,United Kingdom,2219,UK3,Male,9.5,$189.00 ,10%,2014,2,$170.10 
2/2/14,Germany,2219,GER3,Male,10.5,$179.00 ,30%,2014,2,$125.30 
2/3/14,United Kingdom,2211,UK5,Male,11.5,$129.00 ,0%,2014,2,$129.00 
2/3/14,Germany,2212,GER3,Male,10,$159.00 ,0%,2014,2,$159.00 
2/3/14,United States,2186,US12,Male,9.5,$169.00 ,0%,2014,2,$169.00 
2/3/14,United Kingdom,2225,UK3,Male,8.5,$149.00 ,50%,2014,2,$74.50 
2/3/14,Canada,2182,CAN2,Female,9,$179.00 ,0%,2014,2,$179.00 
2/3/14,Canada,2195,CAN5,Male,10.5,$179.00 ,0%,2014,2,$179.00 
2/3/14,Canada,2192,CAN3,Male,9,$159.00 ,0%,2014,2,$159.00 
2/3/14,United Kingdom,2208,UK2,Male,10,$179.00 ,0%,2014,2,$179.00 
2/4/14,United States,2186,US15,Female,7.5,$179.00 ,0%,2014,2,$179.00 
2/4/14,United States,2237,US15,Female,9,$139.00 ,30%,2014,2,$97.30 
2/4/14,United States,2217,US12,Female,8.5,$189.00 ,30%,2014,2,$132.30 
2/4/14,United States,2196,US15,Female,9,$169.00 ,0%,2014,2,$169.00 
2/4/14,United States,2222,US12,Male,10,$139.00 ,10%,2014,2,$125.10 
2/4/14,Germany,2198,GER1,Male,10.5,$189.00 ,0%,2014,2,$189.00 
2/4/14,United Kingdom,2219,UK3,Male,9.5,$189.00 ,10%,2014,2,$170.10 
2/4/14,Canada,2151,CAN6,Male,10,$159.00 ,0%,2014,2,$159.00 
2/4/14,Canada,2195,CAN5,Male,10.5,$179.00 ,0%,2014,2,$179.00 
2/5/14,United States,2158,US14,Male,9.5,$179.00 ,20%,2014,2,$143.20 
2/5/14,United States,2155,US2,Female,8.5,$189.00 ,0%,2014,2,$189.00 
2/5/14,United States,2183,US15,Female,9,$139.00 ,50%,2014,2,$69.50 
2/5/14,United States,2174,US12,Male,6,$139.00 ,10%,2014,2,$125.10 
2/5/14,United Kingdom,2184,UK2,Female,8,$179.00 ,0%,2014,2,$179.00 
2/5/14,Canada,2217,CAN5,Male,7,$199.00 ,0%,2014,2,$199.00 
2/5/14,Canada,2151,CAN6,Male,10,$159.00 ,0%,2014,2,$159.00 
2/6/14,United States,2152,US15,Female,8,$139.00 ,0%,2014,2,$139.00 
2/6/14,United States,2150,US9,Male,9.5,$189.00 ,0%,2014,2,$189.00 
2/6/14,United Kingdom,2156,UK5,Female,8,$169.00 ,10%,2014,2,$152.10 
2/6/14,United Kingdom,2167,UK2,Female,8.5,$149.00 ,0%,2014,2,$149.00 
2/6/14,Germany,2150,GER3,Female,7,$179.00 ,30%,2014,2,$125.30 
2/7/14,United States,2199,US3,Female,8,$169.00 ,10%,2014,2,$152.10 
2/7/14,United States,2231,US5,Male,10,$159.00 ,10%,2014,2,$143.10 
2/7/14,United States,2217,US3,Female,9.5,$139.00 ,0%,2014,2,$139.00 
2/7/14,Canada,2192,CAN3,Male,9,$159.00 ,0%,2014,2,$159.00 
2/8/14,United States,2231,US15,Male,11,$189.00 ,0%,2014,2,$189.00 
2/8/14,United Kingdom,2201,UK5,Male,9,$199.00 ,0%,2014,2,$199.00 
2/8/14,United States,2158,US14,Male,9.5,$179.00 ,20%,2014,2,$143.20 
2/8/14,Canada,2195,CAN5,Male,10.5,$179.00 ,0%,2014,2,$179.00 
2/9/14,United States,2224,US3,Female,9.5,$169.00 ,0%,2014,2,$169.00 
2/9/14,Canada,2207,CAN2,Male,10.5,$159.00 ,0%,2014,2,$159.00 
2/9/14,United Kingdom,2221,UK5,Male,10.5,$139.00 ,0%,2014,2,$139.00 
2/9/14,United States,2150,US9,Male,9.5,$189.00 ,0%,2014,2,$189.00 
2/9/14,Germany,2152,GER2,Male,9,$149.00 ,0%,2014,2,$149.00 
2/9/14,United States,2229,US14,Male,9,$129.00 ,0%,2014,2,$129.00 
2/9/14,Germany,2210,GER1,Female,9.5,$129.00 ,0%,2014,2,$129.00 
2/10/14,United States,2217,US3,Female,9.5,$139.00 ,0%,2014,2,$139.00 
2/10/14,Germany,2150,GER3,Female,7,$179.00 ,30%,2014,2,$125.30 
2/10/14,United Kingdom,2172,UK3,Male,8.5,$179.00 ,0%,2014,2,$179.00 
2/10/14,United States,2210,US14,Male,9.5,$159.00 ,0%,2014,2,$159.00 
2/10/14,United States,2208,US15,Female,8,$159.00 ,0%,2014,2,$159.00 
2/10/14,Germany,2157,GER2,Female,9.5,$169.00 ,10%,2014,2,$152.10 
2/10/14,United States,2225,US15,Male,10,$199.00 ,30%,2014,2,$139.30 
2/11/14,United States,2158,US14,Male,9.5,$179.00 ,20%,2014,2,$143.20 
2/11/14,Canada,2192,CAN3,Male,9,$159.00 ,0%,2014,2,$159.00 
2/11/14,Germany,2241,GER1,Male,9.5,$129.00 ,20%,2014,2,$103.20 
2/11/14,United States,2232,US12,Female,10,$159.00 ,50%,2014,2,$79.50 
2/11/14,United States,2211,US15,Female,8,$169.00 ,0%,2014,2,$169.00 
2/11/14,Germany,2239,GER1,Female,9.5,$159.00 ,50%,2014,2,$79.50 
2/11/14,Germany,2210,GER1,Female,9.5,$129.00 ,0%,2014,2,$129.00 
2/11/14,United Kingdom,2232,UK2,Male,10.5,$199.00 ,0%,2014,2,$199.00 
2/11/14,United States,2178,US15,Female,8.5,$169.00 ,0%,2014,2,$169.00 
2/12/14,Germany,2151,GER2,Male,6,$199.00 ,0%,2014,2,$199.00 
2/12/14,Germany,2225,GER1,Male,8.5,$139.00 ,0%,2014,2,$139.00 
2/12/14,United States,2161,US9,Female,8,$189.00 ,0%,2014,2,$189.00 
2/12/14,United States,2169,US3,Female,10,$169.00 ,30%,2014,2,$118.30 
2/12/14,United Kingdom,2225,UK3,Male,8.5,$149.00 ,50%,2014,2,$74.50 
2/12/14,United States,2229,US13,Male,9,$149.00 ,0%,2014,2,$149.00 
2/13/14,Germany,2189,GER2,Female,7.5,$139.00 ,50%,2014,2,$69.50 
2/13/14,Canada,2204,CAN5,Female,8,$129.00 ,0%,2014,2,$129.00 
2/13/14,Germany,2177,GER2,Female,9,$149.00 ,0%,2014,2,$149.00 
2/13/14,United States,2147,US15,Male,11,$139.00 ,50%,2014,2,$69.50 
2/13/14,United States,2241,US15,Female,8.5,$139.00 ,10%,2014,2,$125.10 
2/13/14,United States,2196,US15,Female,9,$169.00 ,0%,2014,2,$169.00 
2/13/14,United States,2155,US14,Male,9,$129.00 ,20%,2014,2,$103.20 
2/14/14,Germany,2176,GER2,Male,9.5,$149.00 ,0%,2014,2,$149.00 
2/14/14,United Kingdom,2201,UK5,Male,9,$199.00 ,0%,2014,2,$199.00 
2/14/14,United States,2202,US15,Male,10.5,$159.00 ,0%,2014,2,$159.00 
2/14/14,United Kingdom,2180,UK2,Male,10.5,$159.00 ,0%,2014,2,$159.00 
2/14/14,Canada,2237,CAN6,Male,10,$139.00 ,10%,2014,2,$125.10 
2/14/14,Canada,2227,CAN7,Female,9,$129.00 ,0%,2014,2,$129.00 
2/15/14,United States,2189,US4,Female,10.5,$149.00 ,0%,2014,2,$149.00 
2/15/14,United Kingdom,2221,UK5,Male,10.5,$139.00 ,0%,2014,2,$139.00 
